Month,HBT,Specialty,Within18Weeks,Within18WeeksQF,Over18Weeks,Over18WeeksQF,Unknown,UnknownQF,Performance,PerformanceQF,Completeness,CompletenessQF
201812,S08000031,All Specialties,19166,,4042,,4144,,82.5835918648742,,84.8493711611582,
201901,S08000031,All Specialties,22151,,5635,,5587,,79.7200028791478,,83.2589218829593,
201902,S08000031,All Specialties,20343,,4958,,5097,,80.4039366032963,,83.2324495032568,
201903,S08000031,All Specialties,21372,,5873,,5643,,78.4437511469994,,82.8417659936755,
201904,S08000031,All Specialties,19280,,5417,,5599,,78.06616188201,,81.5190124108793,
201905,S08000031,All Specialties,18087,,5088,,5677,,78.0453074433657,,80.3237210591987,
201906,S08000031,All Specialties,17542,,4916,,5673,,78.1102502449016,,79.8336354910952,
201907,S08000031,All Specialties,16649,,4789,,5330,,77.6611624218677,,80.0881649731022,
201908,S08000031,All Specialties,17796,,5417,,6079,,76.6639383104295,,79.2468933497201,
201909,S08000031,All Specialties,17052,,5626,,5890,,75.1918158567775,,79.3825259031084,
201910,S08000031,All Specialties,19471,,6166,,6174,,75.9488239653626,,80.5916192512024,
201911,S08000031,All Specialties,18283,,6111,,6069,,74.9487578912847,,80.0774710304304,
201912,S08000031,All Specialties,16123,,4789,,4893,,77.099273144606,,81.0385584189111,
202001,S08000031,All Specialties,17801,,5783,,5787,,75.4791383989145,,80.2968914916074,
202002,S08000031,All Specialties,16404,,5249,,5724,,75.7585553964809,,79.0919384885123,
202003,S08000031,All Specialties,14124,,3799,,4646,,78.8037716900073,,79.4142407727414,
202004,S08000031,All Specialties,4673,,1131,,2125,,80.513439007581,,73.1996468659352,
202005,S08000031,All Specialties,5889,,1372,,2684,,81.1045310563283,,73.0115635997989,
202006,S08000031,All Specialties,8384,,2343,,4376,,78.157919269134,,71.0256240482023,
202007,S08000031,All Specialties,7019,,2841,,4116,,71.1866125760649,,70.5495134516314,
202008,S08000031,All Specialties,7961,,3626,,4701,,68.7063087943385,,71.1382612966601,
202009,S08000031,All Specialties,9875,,4011,,6200,,71.1147918767104,,69.1327292641641,
202010,S08000031,All Specialties,10002,,3987,,6958,,71.4990349560369,,66.7828328638946,
202011,S08000031,All Specialties,11282,,3875,,7823,,74.4342547997625,,65.9573542210618,
202012,S08000031,All Specialties,10692,,2765,,7473,,79.4530727502415,,64.2952699474439,
202101,S08000031,All Specialties,10845,,2552,,7614,,80.9509591699634,,63.7618390366951,
202102,S08000031,All Specialties,10713,,2861,,8229,,78.9229409164579,,62.2574875017199,
202103,S08000031,All Specialties,13061,,3624,,9699,,78.2798921186695,,63.2390842935112,
202104,S08000031,All Specialties,11597,,3103,,7677,,78.891156462585,,65.6924520713232,
202105,S08000031,All Specialties,11927,,3111,,8360,,79.3124085649687,,64.2704504658518,
202106,S08000031,All Specialties,13470,,3324,,9155,,80.2072168631654,,64.7192570041235,
202107,S08000031,All Specialties,11393,,2876,,7211,,79.8444179690238,,66.4292364990689,
202108,S08000031,All Specialties,12605,,3401,,8169,,78.7517181057104,,66.2088934850052,
202109,S08000031,All Specialties,12134,,3392,,7558,,78.1527759886642,,67.2587073297522,
201101,S08000032,All Specialties,6576,,1751,,6648,,78.972018734238,,55.6060100166945,
201102,S08000032,All Specialties,6161,,1013,,7117,,85.8795650961807,,50.1994262123014,
201103,S08000032,All Specialties,5468,,635,,9337,,89.5952810093397,,39.5272020725389,
201104,S08000032,All Specialties,4810,,1595,,2272,,75.0975800156128,,73.8158349660021,
201105,S08000032,All Specialties,7830,,1746,,2206,,81.7669172932331,,81.2765235104397,
201106,S08000032,All Specialties,6916,,1578,,838,,81.4221803626089,,91.020145735105,
201107,S08000032,All Specialties,6211,,1472,,836,,80.8408173890407,,90.1866416246038,
201108,S08000032,All Specialties,9033,,1813,,1003,,83.2841600590079,,91.5351506456241,
201109,S08000032,All Specialties,6072,,1134,,668,,84.263114071607,,91.5163830327661,
201110,S08000032,All Specialties,6144,,894,,603,,87.2975277067349,,92.1083627797409,
201111,S08000032,All Specialties,6203,,616,,554,,90.9664173632497,,92.486097924861,
201112,S08000032,All Specialties,7440,,469,,236,,94.0700467821469,,97.1025168815224,
201201,S08000032,All Specialties,8651,,655,,0,,92.9615301955727,,100,
201202,S08000032,All Specialties,8393,,608,,0,,93.2451949783357,,100,
201203,S08000032,All Specialties,8253,,433,,0,,95.0149666129404,,100,
201204,S08000032,All Specialties,7047,,494,,0,,93.4491446757724,,100,
201205,S08000032,All Specialties,9002,,464,,0,,95.0982463553771,,100,
201206,S08000032,All Specialties,7642,,432,,0,,94.6494921971761,,100,
201207,S08000032,All Specialties,7436,,420,,0,,94.6537678207739,,100,
201208,S08000032,All Specialties,7981,,576,,0,,93.2686689260255,,100,
201209,S08000032,All Specialties,7405,,423,,0,,94.5963208993357,,100,
201210,S08000032,All Specialties,8755,,594,,0,,93.6463792919029,,100,
201211,S08000032,All Specialties,8859,,422,,0,,95.4530761771361,,100,
201212,S08000032,All Specialties,7664,,464,,0,,94.2913385826772,,100,
201301,S08000032,All Specialties,8195,,402,,0,,95.3239502151913,,100,
201302,S08000032,All Specialties,8192,,439,,0,,94.9136832348511,,100,
201303,S08000032,All Specialties,8008,,523,,0,,93.8694174188255,,100,
201304,S08000032,All Specialties,7976,,448,,0,,94.681861348528,,100,
201305,S08000032,All Specialties,9170,,379,,0,,96.0309980102629,,100,
201306,S08000032,All Specialties,8196,,449,,0,,94.8062463851937,,100,
201307,S08000032,All Specialties,8222,,359,,0,,95.8163384220953,,100,
201308,S08000032,All Specialties,9370,,625,,0,,93.7468734367184,,100,
201309,S08000032,All Specialties,8894,,655,,0,,93.1406429992669,,100,
201310,S08000032,All Specialties,9806,,597,,0,,94.2612707872729,,100,
201311,S08000032,All Specialties,9664,,583,,0,,94.3105299111935,,100,
201312,S08000032,All Specialties,8335,,564,,0,,93.6622092369929,,100,
201401,S08000032,All Specialties,9169,,652,,0,,93.3611648508299,,100,
201402,S08000032,All Specialties,8880,,538,,0,,94.2875345083882,,100,
201403,S08000032,All Specialties,9822,,621,,0,,94.0534329215743,,100,
201404,S08000032,All Specialties,8725,,593,,0,,93.6359733848465,,100,
201405,S08000032,All Specialties,9891,,544,,0,,94.7867752755151,,100,
201406,S08000032,All Specialties,9735,,547,,0,,94.6800233417623,,100,
201407,S08000032,All Specialties,8884,,607,,0,,93.6044673901591,,100,
201408,S08000032,All Specialties,9507,,718,,0,,92.9779951100245,,100,
201409,S08000032,All Specialties,9565,,671,,0,,93.4447049628761,,100,
201410,S08000032,All Specialties,9824,,745,,0,,92.9510833569874,,100,
201411,S08000032,All Specialties,9129,,780,,0,,92.1283681501665,,100,
201412,S08000032,All Specialties,8949,,713,,0,,92.6205754502173,,100,
201501,S08000032,All Specialties,9253,,740,,0,,92.59481637146,,100,
201502,S08000032,All Specialties,8820,,746,,0,,92.2015471461426,,100,
201503,S08000032,All Specialties,10010,,835,,0,,92.3005993545413,,100,
201504,S08000032,All Specialties,8941,,790,,0,,91.8816154557599,,100,
201505,S08000032,All Specialties,9292,,829,,0,,91.8091097717617,,100,
201506,S08000032,All Specialties,9804,,812,,0,,92.3511680482291,,100,
201507,S08000032,All Specialties,8842,,857,,0,,91.1640375296422,,100,
201508,S08000032,All Specialties,9221,,920,,0,,90.9279163790553,,100,
201509,S08000032,All Specialties,9336,,954,,0,,90.7288629737609,,100,
201510,S08000032,All Specialties,8997,,994,,0,,90.0510459413472,,100,
201511,S08000032,All Specialties,9759,,1197,,0,,89.0744797371303,,100,
201512,S08000032,All Specialties,8516,,956,,0,,89.9070945945946,,100,
201601,S08000032,All Specialties,8213,,1036,,0,,88.7987890582766,,100,
201602,S08000032,All Specialties,9360,,1163,,0,,88.9480186258671,,100,
201603,S08000032,All Specialties,9486,,1297,,0,,87.9718074747287,,100,
201604,S08000032,All Specialties,8846,,1166,,0,,88.3539752297243,,100,
201605,S08000032,All Specialties,9557,,1212,,0,,88.7454731172811,,100,
201606,S08000032,All Specialties,9236,,1150,,0,,88.9274022722896,,100,
201607,S08000032,All Specialties,7655,,977,,0,,88.6816496756256,,100,
201608,S08000032,All Specialties,9780,,1253,,0,,88.6431614248165,,100,
201609,S08000032,All Specialties,8378,,1251,,0,,87.0079966767058,,100,
201610,S08000032,All Specialties,8226,,1226,,0,,87.0292001692764,,100,
201611,S08000032,All Specialties,9089,,1541,,0,,85.5032925682032,,100,
201612,S08000032,All Specialties,7418,,1402,,0,,84.1043083900227,,100,
201701,S08000032,All Specialties,8004,,1785,,0,,81.7652467054858,,100,
201702,S08000032,All Specialties,8132,,1850,,0,,81.4666399519135,,100,
201703,S08000032,All Specialties,9741,,2636,,0,,78.7024319301931,,100,
201704,S08000032,All Specialties,7053,,1492,,0,,82.5394967817437,,100,
201705,S08000032,All Specialties,8652,,1889,,0,,82.0794990987572,,100,
201706,S08000032,All Specialties,8464,,1785,,0,,82.5836666991902,,100,
201707,S08000032,All Specialties,7206,,1554,,0,,82.2602739726027,,100,
201708,S08000032,All Specialties,8345,,2207,,0,,79.0845337376801,,100,
201709,S08000032,All Specialties,7331,,2459,,0,,74.8825331971399,,100,
201710,S08000032,All Specialties,8569,,2708,,0,,75.9865212379179,,100,
201711,S08000032,All Specialties,9796,,2451,,0,,79.9869355760595,,100,
201712,S08000032,All Specialties,7750,,1520,,0,,83.6030204962244,,100,
201801,S08000032,All Specialties,8073,,1746,,0,,82.218148487626,,100,
201802,S08000032,All Specialties,7881,,1786,,0,,81.5247750077584,,100,
201803,S08000032,All Specialties,8640,,1879,,0,,82.1370852742656,,100,
201804,S08000032,All Specialties,7340,,1186,,0,,86.0896082570959,,100,
201805,S08000032,All Specialties,9375,,1339,,0,,87.5023333955572,,100,
201806,S08000032,All Specialties,8798,,997,,0,,89.8213374170495,,100,
201807,S08000032,All Specialties,8541,,976,,0,,89.7446674372176,,100,
201808,S08000032,All Specialties,9515,,1321,,0,,87.8091546696198,,100,
201809,S08000032,All Specialties,8706,,1353,,0,,86.5493587831792,,100,
201810,S08000032,All Specialties,9540,,1671,,0,,85.0949959860851,,100,
201811,S08000032,All Specialties,9763,,2004,,0,,82.9693209824084,,100,
201812,S08000032,All Specialties,8226,,1540,,0,,84.2310055293877,,100,
201901,S08000032,All Specialties,9938,,1973,,0,,83.4354798085803,,100,
201902,S08000032,All Specialties,9398,,2034,,0,,82.2078376487054,,100,
201903,S08000032,All Specialties,9701,,1786,,0,,84.4519892051885,,100,
201904,S08000032,All Specialties,8942,,1250,,0,,87.7354788069074,,100,
201905,S08000032,All Specialties,9972,,1396,,0,,87.7199155524279,,100,
201906,S08000032,All Specialties,9732,,1355,,0,,87.7784793000812,,100,
201907,S08000032,All Specialties,9262,,1142,,0,,89.0234525182622,,100,
201908,S08000032,All Specialties,10214,,1465,,0,,87.4561178183064,,100,
201909,S08000032,All Specialties,9192,,1312,,0,,87.5095201827875,,100,
201910,S08000032,All Specialties,9162,,1287,,0,,87.6830318690784,,100,
201911,S08000032,All Specialties,10164,,1376,,0,,88.0762564991335,,100,
201912,S08000032,All Specialties,8308,,955,,0,,89.69016517327,,100,
202001,S08000032,All Specialties,9375,,1170,,0,,88.9046941678521,,100,
202002,S08000032,All Specialties,9557,,1215,,0,,88.720757519495,,100,
202003,S08000032,All Specialties,6458,,814,,0,,88.8063806380638,,100,
202004,S08000032,All Specialties,1626,,95,,0,,94.479953515398,,100,
202005,S08000032,All Specialties,2095,,104,,0,,95.2705775352433,,100,
202006,S08000032,All Specialties,2669,,429,,0,,86.1523563589412,,100,
202007,S08000032,All Specialties,2515,,733,,0,,77.4322660098522,,100,
202008,S08000032,All Specialties,3232,,1049,,0,,75.496379350619,,100,
202009,S08000032,All Specialties,3453,,1482,,0,,69.9696048632219,,100,
202010,S08000032,All Specialties,4664,,2016,,0,,69.8203592814371,,100,
202011,S08000032,All Specialties,5456,,2746,,0,,66.5203608875884,,100,
202012,S08000032,All Specialties,5278,,3053,,0,,63.3537390469331,,100,
202101,S08000032,All Specialties,5098,,2163,,0,,70.2107147775788,,100,
202102,S08000032,All Specialties,8582,,2480,,0,,77.5809076116435,,100,
202103,S08000032,All Specialties,10419,,3973,,0,,72.3943857698721,,100,
202104,S08000032,All Specialties,5364,,2246,,0,,70.4862023653088,,100,
202105,S08000032,All Specialties,6423,,2860,,0,,69.1909942906388,,100,
202106,S08000032,All Specialties,7190,,3350,,0,,68.2163187855787,,100,
202107,S08000032,All Specialties,6095,,3029,,0,,66.8018412976765,,100,
202108,S08000032,All Specialties,6673,,2556,,0,,72.3046917325821,,100,
202109,S08000032,All Specialties,6632,,2307,,0,,74.1917440429578,,100,
201101,S92000003,All Specialties,77360,d,16857,d,42056,d,82.1083244000552,d,69.1384206702722,d
201102,S92000003,All Specialties,76471,d,14874,d,37722,d,83.7166785264656,d,70.7733192837828,d
201103,S92000003,All Specialties,90716,d,15795,d,49356,d,85.1705457652261,d,68.3345416284396,d
201104,S92000003,All Specialties,69967,d,11994,d,34437,d,85.3662107587755,d,70.4144401106548,d
201105,S92000003,All Specialties,86576,d,11658,d,34753,d,88.1324185109025,d,73.8673704948604,d
201106,S92000003,All Specialties,90844,d,10477,d,34366,d,89.6595967272333,d,74.6725920685106,d
201107,S92000003,All Specialties,74014,d,8775,d,25197,d,89.4007658022201,d,76.666419721075,d
201108,S92000003,All Specialties,91862,d,10601,d,28214,d,89.653826259235,d,78.4093604842474,d
201109,S92000003,All Specialties,86613,d,9910,d,22131,d,89.7330170011293,d,81.3482899860097,d
201110,S92000003,All Specialties,85022,d,10017,d,18122,d,89.4601163732783,d,83.9856487659176,d
201111,S92000003,All Specialties,95437,d,11100,d,18173,d,89.5810845058524,d,85.4277924785502,d
201112,S92000003,All Specialties,89478,d,7770,d,13943,d,92.0101184600197,d,87.4603160327724,d
201201,S92000003,All Specialties,95300,d,8950,d,13644,d,91.4148681055156,d,88.426891953789,d
201202,S92000003,All Specialties,97694,d,9238,d,11929,d,91.3608648486889,d,89.9639074212736,d
201203,S92000003,All Specialties,101846,d,9421,d,11691,d,91.5329792301401,d,90.491875274484,d
201204,S92000003,All Specialties,88073,d,7626,d,9826,d,92.0312646945109,d,90.6884624496565,d
201205,S92000003,All Specialties,103214,d,8484,d,11142,d,92.4045193289047,d,90.9296646043634,d
201206,S92000003,All Specialties,92518,d,7588,d,9878,d,92.4200347631511,d,91.0186936281641,d
201207,S92000003,All Specialties,90508,d,8240,d,9996,d,91.6555272005509,d,90.8077687044803,d
201208,S92000003,All Specialties,103192,d,9732,d,10436,d,91.3818143175941,d,91.5402075226978,d
201209,S92000003,All Specialties,90213,d,9114,d,9198,d,90.8242471835453,d,91.5245335176227,d
201210,S92000003,All Specialties,101478,d,10295,d,10567,d,90.7893677363943,d,91.3625960438123,d
201211,S92000003,All Specialties,102489,d,10868,d,9912,d,90.4125903120231,d,91.9590489092959,d
201212,S92000003,All Specialties,82362,d,8218,d,7734,d,90.9273570324575,d,92.1333685945033,d
201301,S92000003,All Specialties,94974,d,9951,d,9063,d,90.5160829163688,d,92.0491630697968,d
201302,S92000003,All Specialties,90039,d,9571,d,8416,d,90.391526955125,d,92.2092829504008,d
201303,S92000003,All Specialties,89096,d,9206,d,8664,d,90.6349819942626,d,91.9002299796197,d
201304,S92000003,All Specialties,93337,d,10373,d,8756,d,89.9980715456562,d,92.2145359486423,d
201305,S92000003,All Specialties,98723,d,10186,d,9344,d,90.6472376020347,d,92.0982977176055,d
201306,S92000003,All Specialties,90545,d,8342,d,9293,d,91.5641085279157,d,91.4096875577741,d
201307,S92000003,All Specialties,95034,d,8749,d,9104,d,91.5699102935934,d,91.9352981299884,d
201308,S92000003,All Specialties,96074,d,9333,d,8793,d,91.1457493335357,d,92.300350262697,d
201309,S92000003,All Specialties,92770,d,9317,d,8555,d,90.873470667176,d,92.2678548833174,d
201310,S92000003,All Specialties,97518,d,10114,d,9447,d,90.6031663445815,d,91.9310892645137,d
201311,S92000003,All Specialties,94444,d,10514,d,8559,d,89.9826597305589,d,92.4601601522239,d
201312,S92000003,All Specialties,86486,d,8801,d,7666,d,90.7636928437248,d,92.5538838110594,d
201401,S92000003,All Specialties,95887,d,10867,d,8687,d,89.8205219476554,d,92.4749439107423,d
201402,S92000003,All Specialties,88486,d,10366,d,7951,d,89.5136163152996,d,92.5554525621939,d
201403,S92000003,All Specialties,92356,d,11232,d,8520,d,89.1570452175928,d,92.4001855353766,d
201404,S92000003,All Specialties,89139,d,10680,d,8304,d,89.3006341478075,d,92.3198579395688,d
201405,S92000003,All Specialties,94680,d,10455,d,9082,d,90.0556427450421,d,92.0484691420717,d
201406,S92000003,All Specialties,96948,d,10327,d,8679,d,90.3733395478909,d,92.515135312279,d
201407,S92000003,All Specialties,92263,d,10317,d,8682,d,89.9424839149932,d,92.1967967500135,d
201408,S92000003,All Specialties,90743,d,10700,d,8616,d,89.4522046863756,d,92.1714716651978,d
201409,S92000003,All Specialties,97017,d,11465,d,9621,d,89.4314264117549,d,91.8537209046341,d
201410,S92000003,All Specialties,96202,d,11795,d,9411,d,89.078400325935,d,91.9843622240392,d
201411,S92000003,All Specialties,91393,d,12807,d,9057,d,87.7092130518234,d,92.0031432935713,d
201412,S92000003,All Specialties,87748,d,11299,d,8810,d,88.5922844710087,d,91.8317772606321,d
201501,S92000003,All Specialties,88826,d,12819,d,9055,d,87.3884598357027,d,91.8202348690154,d
201502,S92000003,All Specialties,86058,d,12500,d,8337,d,87.317112766087,d,92.2007577529351,d
201503,S92000003,All Specialties,96350,d,13418,d,9640,d,87.7760367320166,d,91.926839072759,d
201504,S92000003,All Specialties,86728,d,12303,d,8771,d,87.5766174228272,d,91.863787313779,d
201505,S92000003,All Specialties,89270,d,11650,d,8577,d,88.4562029330162,d,92.1669086824297,d
201506,S92000003,All Specialties,96520,d,12839,d,9529,d,88.2597682861036,d,91.984893344997,d
201507,S92000003,All Specialties,90334,d,12314,d,8793,d,88.003663003663,d,92.1097262228444,d
201508,S92000003,All Specialties,91874,d,12621,d,8809,d,87.9219101392411,d,92.2253406764104,d
201509,S92000003,All Specialties,96913,d,14167,d,9135,d,87.2461289160965,d,92.4011146695504,d
201510,S92000003,All Specialties,91897,d,14360,d,9015,d,86.485596243071,d,92.1793670622528,d
201511,S92000003,All Specialties,96582,d,15365,d,9640,d,86.2747550179996,d,92.0715208040333,d
201512,S92000003,All Specialties,89544,d,13248,d,8572,d,87.1118374970815,d,92.3027190115298,d
201601,S92000003,All Specialties,84967,d,13011,d,7888,d,86.7204882728776,d,92.5490714677045,d
201602,S92000003,All Specialties,91851,d,14704,d,8703,d,86.2005537046596,d,92.449114161273,d
201603,S92000003,All Specialties,96100,d,14869,d,9242,d,86.6007623750777,d,92.3118516608297,d
201604,S92000003,All Specialties,88503,d,14330,d,8462,d,86.0647846508417,d,92.3967833235994,d
201605,S92000003,All Specialties,95638,d,14007,d,9045,d,87.225135665101,d,92.3793074395484,d
201606,S92000003,All Specialties,97164,d,14555,d,8740,d,86.9717774058128,d,92.7444192629857,d
201607,S92000003,All Specialties,79904,d,12370,d,7073,d,86.5942735765221,d,92.8805097285273,d
201608,S92000003,All Specialties,99072,d,16188,d,9340,d,85.9552316501822,d,92.5040128410915,d
201609,S92000003,All Specialties,91737,d,16635,d,8668,d,84.6500941202525,d,92.593984962406,d
201610,S92000003,All Specialties,85059,d,15995,d,8180,d,84.17182892315,d,92.5114890968014,d
201611,S92000003,All Specialties,96043,d,18735,d,9737,d,83.6771855233581,d,92.1800586274746,d
201612,S92000003,All Specialties,80216,d,15485,d,7901,d,83.8193958265849,d,92.3736993494334,d
201701,S92000003,All Specialties,86958,d,17613,d,8680,d,83.156898184009,d,92.3356085155981,d
201702,S92000003,All Specialties,83630,d,17151,d,8198,d,82.9819112729582,d,92.4774497839033,d
201703,S92000003,All Specialties,96395,d,19448,d,9570,d,83.2117607451464,d,92.3692121231451,d
201704,S92000003,All Specialties,72626,d,14389,d,7758,d,83.4637706142619,d,91.8141242759014,d
201705,S92000003,All Specialties,92459,d,16699,d,11729,d,84.7019916084941,d,90.2975506051106,d
201706,S92000003,All Specialties,88654,d,15945,d,10150,d,84.756068413656,d,91.1546070118258,d
201707,S92000003,All Specialties,67784,d,13713,d,8714,d,83.1736137526535,d,90.3404241167928,d
201708,S92000003,All Specialties,80824,d,17290,d,10556,d,82.3776423344273,d,90.2861875402595,d
201709,S92000003,All Specialties,72430,d,16528,d,9066,d,81.4204456035432,d,90.7512445931609,d
201710,S92000003,All Specialties,76679,d,17599,d,9210,d,81.3328666284817,d,91.1004174397032,d
201711,S92000003,All Specialties,84048,d,19120,d,10196,d,81.4671215880893,d,91.0059630923397,d
201712,S92000003,All Specialties,65998,d,13991,d,7995,d,82.5088449661828,d,90.9131205673759,d
201801,S92000003,All Specialties,82303,d,19354,d,9393,d,80.9614684674936,d,91.5416479063485,d
201802,S92000003,All Specialties,75188,d,17680,d,8290,d,80.9622259551191,d,91.804899266494,d
201803,S92000003,All Specialties,78169,d,18133,d,8255,d,81.1706921974621,d,92.104784949836,d
201804,S92000003,All Specialties,73044,d,17197,d,8256,d,80.9432519586441,d,91.6180188229083,d
201805,S92000003,All Specialties,87086,d,18324,d,9772,d,82.6164500521772,d,91.5160354916567,d
201806,S92000003,All Specialties,81088,d,16795,d,9186,d,82.8417600604804,d,91.420485854916,d
201807,S92000003,All Specialties,74832,d,15279,d,8256,d,83.0442454306356,d,91.6069413522828,d
201808,S92000003,All Specialties,84562,d,17945,d,10178,d,82.4938784668364,d,90.9677419354839,d
201809,S92000003,All Specialties,75633,d,17538,d,8400,d,81.1765463502592,d,91.7299229110671,d
201810,S92000003,All Specialties,82369,d,21897,d,9945,d,78.9989066426256,d,91.2924324276996,d
201811,S92000003,All Specialties,83937,d,22831,d,10346,d,78.6162520605425,d,91.1658725686084,d
201812,S92000003,All Specialties,67772,d,17516,d,8057,d,79.4625269674515,d,91.368578927634,d
201901,S92000003,All Specialties,80311,d,22782,d,10158,d,77.9015064068365,d,91.0305427766642,d
201902,S92000003,All Specialties,74729,d,21179,d,9381,d,77.9173791550236,d,91.0902373467314,d
201903,S92000003,All Specialties,79267,d,23326,d,10099,d,77.2635559930989,d,91.0384055656125,d
201904,S92000003,All Specialties,73742,d,20194,d,9988,d,78.5023846022824,d,90.3891305184558,d
201905,S92000003,All Specialties,77854,d,20451,d,10593,d,79.1963786175678,d,90.2725486234825,d
201906,S92000003,All Specialties,72476,d,19054,d,10213,d,79.1827816016607,d,89.9619629851685,d
201907,S92000003,All Specialties,72743,d,19060,d,9972,d,79.2381512586735,d,90.201915991157,d
201908,S92000003,All Specialties,74140,d,21072,d,10874,d,77.8683359240432,d,89.7498256131818,d
201909,S92000003,All Specialties,73006,d,21922,d,10342,d,76.9067082420361,d,90.1757385769925,d
201910,S92000003,All Specialties,76439,d,21862,d,11059,d,77.7601448611916,d,89.8875274323336,d
201911,S92000003,All Specialties,75546,d,22353,d,10708,d,77.1672846505072,d,90.1405986722771,d
201912,S92000003,All Specialties,66439,d,17760,d,9121,d,78.9071129110797,d,90.2261037291042,d
202001,S92000003,All Specialties,73809,d,21926,d,10940,d,77.0971953830887,d,89.744551206937,d
202002,S92000003,All Specialties,69563,d,20329,d,10556,d,77.3850843234103,d,89.4910799617713,d
202003,S92000003,All Specialties,53182,d,13089,d,8042,d,80.2492794736763,d,89.1782056975226,d
202004,S92000003,All Specialties,19294,d,4453,d,4153,d,81.2481576620205,d,85.1146953405018,d
202005,S92000003,All Specialties,22399,d,5353,d,4604,d,80.7113000864803,d,85.7707998516504,d
202006,S92000003,All Specialties,29684,d,8463,d,7019,d,77.8147691823735,d,84.4595492184386,d
202007,S92000003,All Specialties,28860,d,11875,d,6922,d,70.8481649687001,d,85.4753761252282,d
202008,S92000003,All Specialties,30109,d,14725,d,7981,d,67.1566222063612,d,84.8887626621225,d
202009,S92000003,All Specialties,36644,d,17219,d,10471,d,68.0318586042367,d,83.724002860074,d
202010,S92000003,All Specialties,39279,d,16345,d,11070,d,70.6152020710485,d,83.4018052598435,d
202011,S92000003,All Specialties,44187,d,17455,d,12224,d,71.6832679017553,d,83.4511141797309,d
202012,S92000003,All Specialties,41864,d,14714,d,10951,d,73.9934250061862,d,83.7832634867983,d
202101,S92000003,All Specialties,40071,d,12390,d,10796,d,76.3824555384,d,82.9331141217573,d
202102,S92000003,All Specialties,42851,d,13113,d,11849,d,76.5688656993782,d,82.5269491100527,d
202103,S92000003,All Specialties,52500,d,17050,d,14191,d,75.4852624011503,d,83.0537012932733,d
202104,S92000003,All Specialties,45146,d,14840,d,12202,d,75.2608942086487,d,83.0969136144512,d
202105,S92000003,All Specialties,43087,d,14986,d,12520,d,74.194548241007,d,82.2645304775261,d
202106,S92000003,All Specialties,47468,d,16026,d,13744,d,74.7598198254953,d,82.2056500686191,d
202107,S92000003,All Specialties,41662,d,13884,d,11204,d,75.0045007741331,d,83.2149812734082,d
202108,S92000003,All Specialties,45179,d,14825,d,12361,d,75.2933137790814,d,82.9185379672494,d
202109,S92000003,All Specialties,44636,d,14925,d,11564,d,74.9416564530481,d,83.7413005272408,d
201101,SB0801,All Specialties,652,,17,,714,,97.4588938714499,,48.3731019522777,
201102,SB0801,All Specialties,831,,32,,601,,96.2920046349942,,58.948087431694,
201103,SB0801,All Specialties,844,,39,,747,,95.5832389580974,,54.1717791411043,
201104,SB0801,All Specialties,259,,0,,673,,100,,27.7896995708155,
201105,SB0801,All Specialties,106,,0,,227,,100,,31.8318318318318,
201106,SB0801,All Specialties,126,,0,,239,,100,,34.5205479452055,
201107,SB0801,All Specialties,111,,1,,222,,99.1071428571429,,33.5329341317365,
201108,SB0801,All Specialties,127,,1,,405,,99.21875,,24.015009380863,
201109,SB0801,All Specialties,117,,0,,345,,100,,25.3246753246753,
201110,SB0801,All Specialties,128,,0,,359,,100,,26.2833675564682,
201111,SB0801,All Specialties,129,,0,,332,,100,,27.9826464208243,
201112,SB0801,All Specialties,87,,0,,166,,100,,34.3873517786561,
201201,SB0801,All Specialties,146,,0,,63,,100,,69.8564593301435,
201202,SB0801,All Specialties,104,,0,,30,,100,,77.6119402985075,
201203,SB0801,All Specialties,125,,0,,6,,100,,95.4198473282443,
201204,SB0801,All Specialties,120,,0,,9,,100,,93.0232558139535,
201205,SB0801,All Specialties,127,,0,,11,,100,,92.0289855072464,
201206,SB0801,All Specialties,92,,0,,3,,100,,96.8421052631579,
201207,SB0801,All Specialties,95,,1,,7,,98.9583333333333,,93.2038834951456,
201208,SB0801,All Specialties,98,,0,,8,,100,,92.4528301886792,
201209,SB0801,All Specialties,107,,0,,6,,100,,94.6902654867257,
201210,SB0801,All Specialties,122,,0,,8,,100,,93.8461538461538,
201211,SB0801,All Specialties,153,,1,,15,,99.3506493506494,,91.1242603550296,
201212,SB0801,All Specialties,99,,0,,7,,100,,93.3962264150943,
201301,SB0801,All Specialties,115,,0,,12,,100,,90.5511811023622,
201302,SB0801,All Specialties,147,,0,,14,,100,,91.304347826087,
201303,SB0801,All Specialties,133,,0,,13,,100,,91.0958904109589,
201304,SB0801,All Specialties,143,,1,,11,,99.3055555555556,,92.9032258064516,
201305,SB0801,All Specialties,151,,0,,13,,100,,92.0731707317073,
201306,SB0801,All Specialties,132,,0,,12,,100,,91.6666666666667,
201307,SB0801,All Specialties,154,,0,,12,,100,,92.7710843373494,
201308,SB0801,All Specialties,171,,3,,11,,98.2758620689655,,94.0540540540541,
201309,SB0801,All Specialties,149,,0,,12,,100,,92.5465838509317,
201310,SB0801,All Specialties,139,,0,,12,,100,,92.0529801324503,
201311,SB0801,All Specialties,161,,0,,9,,100,,94.7058823529412,
201312,SB0801,All Specialties,114,,0,,7,,100,,94.2148760330578,
201401,SB0801,All Specialties,142,,0,,9,,100,,94.0397350993377,
