Month,HBT,Specialty,Within18Weeks,Within18WeeksQF,Over18Weeks,Over18WeeksQF,Unknown,UnknownQF,Performance,PerformanceQF,Completeness,CompletenessQF
201208,S08000029,All Specialties,7692,,484,,198,,94.0802348336595,,97.6355385717698,
201209,S08000029,All Specialties,7187,,469,,189,,93.8740856844305,,97.5908221797323,
201210,S08000029,All Specialties,7159,,575,,40,,92.5652960951642,,99.4854643684075,
201211,S08000029,All Specialties,7705,,682,,63,,91.8683677119351,,99.2544378698225,
201212,S08000029,All Specialties,5957,,527,,68,,91.8723010487354,,98.962148962149,
201301,S08000029,All Specialties,7020,,633,,65,,91.7287338298706,,99.1578129048976,
201302,S08000029,All Specialties,6921,,658,,56,,91.3181158464177,,99.2665356908972,
201303,S08000029,All Specialties,6502,,635,,68,,91.1027042174583,,99.0562109646079,
201304,S08000029,All Specialties,6656,,668,,62,,90.8793009284544,,99.1605740590306,
201305,S08000029,All Specialties,7322,,599,,69,,92.4378235071329,,99.1364205256571,
201306,S08000029,All Specialties,6681,,553,,53,,92.3555432679016,,99.2726773706601,
201307,S08000029,All Specialties,6844,,525,,40,,92.8755597774461,,99.4601160750439,
201308,S08000029,All Specialties,7104,,589,,37,,92.3436890679839,,99.5213454075032,
201309,S08000029,All Specialties,6876,,621,,43,,91.7166866746699,,99.4297082228117,
201310,S08000029,All Specialties,6944,,642,,47,,91.5370419193251,,99.3842525874492,
201311,S08000029,All Specialties,6828,,613,,52,,91.7618599650585,,99.306018951021,
201312,S08000029,All Specialties,6505,,553,,49,,92.1649192405781,,99.3105389053046,
201401,S08000029,All Specialties,6928,,678,,46,,91.0859847488825,,99.3988499738631,
201402,S08000029,All Specialties,6101,,576,,39,,91.3733712745245,,99.4192972007147,
201403,S08000029,All Specialties,6343,,530,,50,,92.2886657936854,,99.2777697529973,
201404,S08000029,All Specialties,6044,,583,,40,,91.202655802022,,99.4000299985001,
201405,S08000029,All Specialties,6287,,557,,48,,91.8614845119813,,99.3035403366222,
201406,S08000029,All Specialties,6432,,590,,50,,91.5978353745372,,99.2929864253394,
201407,S08000029,All Specialties,6321,,649,,45,,90.6886657101865,,99.3585174625802,
201408,S08000029,All Specialties,5707,,629,,48,,90.072601010101,,99.2481203007519,
201409,S08000029,All Specialties,6501,,789,,55,,89.1769547325103,,99.2511912865895,
201410,S08000029,All Specialties,5835,,777,,47,,88.2486388384755,,99.294188316564,
201411,S08000029,All Specialties,5945,,906,,62,,86.7756531893154,,99.1031390134529,
201412,S08000029,All Specialties,5958,,917,,66,,86.6618181818182,,99.0491283676704,
201501,S08000029,All Specialties,5893,,974,,96,,85.8162225134702,,98.6212839293408,
201502,S08000029,All Specialties,5517,,945,,64,,85.3760445682451,,99.0193073858412,
201503,S08000029,All Specialties,6198,,985,,82,,86.287066685229,,98.8713007570544,
201504,S08000029,All Specialties,5753,,770,,67,,88.1956155143339,,98.9833080424886,
201505,S08000029,All Specialties,6064,,721,,69,,89.373618275608,,98.993288590604,
201506,S08000029,All Specialties,6621,,685,,70,,90.6241445387353,,99.0509761388286,
201507,S08000029,All Specialties,6172,,709,,98,,89.6962650777503,,98.5957873620863,
201508,S08000029,All Specialties,5471,,682,,103,,88.9159759466927,,98.3535805626598,
201509,S08000029,All Specialties,6165,,949,,63,,86.6601068315997,,99.1221959035809,
201510,S08000029,All Specialties,5483,,759,,109,,87.8404357577699,,98.2837348449063,
201511,S08000029,All Specialties,6233,,916,,124,,87.1870191635194,,98.2950639351024,
201512,S08000029,All Specialties,5873,,758,,108,,88.5688433117177,,98.3973883365485,
201601,S08000029,All Specialties,5538,,620,,99,,89.9317960376746,,98.4177720952533,
201602,S08000029,All Specialties,6040,,726,,112,,89.2698788057937,,98.371619656877,
201603,S08000029,All Specialties,6294,,624,,123,,90.9800520381613,,98.2530890498509,
201604,S08000029,All Specialties,6275,,649,,101,,90.6268053148469,,98.5622775800712,
201605,S08000029,All Specialties,6410,,575,,97,,91.7680744452398,,98.630330415137,
201606,S08000029,All Specialties,6363,,580,,70,,91.6462624225839,,99.0018537002709,
201607,S08000029,All Specialties,5656,,492,,75,,91.9973975276513,,98.7947935079544,
201608,S08000029,All Specialties,6467,,625,,99,,91.1872532430908,,98.6232790988736,
201609,S08000029,All Specialties,6150,,615,,86,,90.9090909090909,,98.7447088016348,
201610,S08000029,All Specialties,5058,,607,,111,,89.2850838481907,,98.0782548476454,
201611,S08000029,All Specialties,6011,,783,,112,,88.4751251103915,,98.3782218360846,
201612,S08000029,All Specialties,5086,,619,,94,,89.1498685363716,,98.3790308673909,
201701,S08000029,All Specialties,5300,,705,,141,,88.2597835137386,,97.7058249267816,
201702,S08000029,All Specialties,5029,,697,,114,,87.8274537198743,,98.0479452054795,
201703,S08000029,All Specialties,5815,,712,,124,,89.0914662172514,,98.1356187039543,
201704,S08000029,All Specialties,4179,,619,,560,,87.0987911629846,,89.5483389324375,
201705,S08000029,All Specialties,5167,,737,,2433,,87.5169376693767,,70.8168405901403,
201706,S08000029,All Specialties,4808,,889,,1126,,84.3952957697034,,83.496995456544,
201707,S08000029,All Specialties,4151,,979,,872,,80.916179337232,,85.4715094968344,
201708,S08000029,All Specialties,4845,,1068,,1261,,81.9381024860477,,82.422637301366,
201709,S08000029,All Specialties,5048,,1153,,701,,81.4062248024512,,89.8435236163431,
201710,S08000029,All Specialties,4880,,1392,,426,,77.8061224489796,,93.6398925052254,
201711,S08000029,All Specialties,5365,,1391,,352,,79.4108940201303,,95.0478334271244,
201712,S08000029,All Specialties,4109,,1042,,222,,79.7709182682974,,95.8682300390843,
201801,S08000029,All Specialties,4768,,1199,,256,,79.9061504943858,,95.8862285071509,
201802,S08000029,All Specialties,4274,,1123,,262,,79.1921437835835,,95.3702067503092,
201803,S08000029,All Specialties,4168,,1104,,243,,79.0591805766313,,95.5938349954669,
201804,S08000029,All Specialties,4115,,1218,,184,,77.1610725670354,,96.6648540873663,
201805,S08000029,All Specialties,5061,,1254,,272,,80.1425178147268,,95.8706543191134,
201806,S08000029,All Specialties,4643,,1137,,226,,80.3287197231834,,96.2370962370962,
201807,S08000029,All Specialties,4440,,1016,,272,,81.3782991202346,,95.2513966480447,
201808,S08000029,All Specialties,4829,,1139,,225,,80.9148793565684,,96.3668658162442,
201809,S08000029,All Specialties,4428,,1134,,274,,79.6116504854369,,95.3050034270048,
201810,S08000029,All Specialties,4540,,1290,,218,,77.8730703259005,,96.3955026455026,
201811,S08000029,All Specialties,4679,,1280,,221,,78.5198858868938,,96.4239482200647,
201812,S08000029,All Specialties,3760,,919,,195,,80.3590510792904,,95.9991793188346,
201901,S08000029,All Specialties,4641,,1396,,273,,76.8759317541825,,95.6735340729002,
201902,S08000029,All Specialties,4347,,1249,,207,,77.6804860614725,,96.4328795450629,
201903,S08000029,All Specialties,4776,,1432,,215,,76.9329896907217,,96.6526545228087,
201904,S08000029,All Specialties,4553,,1075,,174,,80.8990760483298,,97.0010341261634,
201905,S08000029,All Specialties,5079,,1071,,265,,82.5853658536585,,95.8690568978956,
201906,S08000029,All Specialties,4823,,958,,224,,83.4284725825982,,96.2697751873439,
201907,S08000029,All Specialties,4906,,1012,,200,,82.8996282527881,,96.730957829356,
201908,S08000029,All Specialties,4957,,1090,,211,,81.9745328261948,,96.6283157558325,
201909,S08000029,All Specialties,4848,,1230,,189,,79.7630799605133,,96.9842029679272,
201910,S08000029,All Specialties,4558,,1168,,194,,79.6018162766329,,96.722972972973,
201911,S08000029,All Specialties,5037,,1191,,226,,80.8766859344894,,96.4982956306167,
201912,S08000029,All Specialties,4377,,961,,185,,81.9970026227051,,96.650371175086,
202001,S08000029,All Specialties,4715,,1256,,216,,78.964997487858,,96.5088087926297,
202002,S08000029,All Specialties,4636,,1150,,224,,80.1244382993432,,96.2728785357737,
202003,S08000029,All Specialties,4096,,763,,188,,84.2971804898127,,96.2750148603131,
202004,S08000029,All Specialties,1285,,141,,108,,90.1122019635344,,92.9595827900913,
202005,S08000029,All Specialties,1373,,202,,31,,87.1746031746032,,98.0697384806974,
202006,S08000029,All Specialties,1950,,485,,64,,80.082135523614,,97.4389755902361,
202007,S08000029,All Specialties,2141,,954,,115,,69.1760904684976,,96.417445482866,
202008,S08000029,All Specialties,2186,,1226,,81,,64.0679953106682,,97.6810764385915,
202009,S08000029,All Specialties,2518,,1697,,156,,59.7390272835113,,96.4310226492793,
202010,S08000029,All Specialties,2846,,1525,,146,,65.1109585907115,,96.7677662165154,
202011,S08000029,All Specialties,3037,,1495,,166,,67.0123565754634,,96.4665815240528,
202012,S08000029,All Specialties,2908,,1192,,324,,70.9268292682927,,92.6763110307414,
202101,S08000029,All Specialties,2461,,879,,208,,73.6826347305389,,94.1375422773393,
202102,S08000029,All Specialties,2233,,800,,283,,73.6234751071546,,91.4656212303981,
202103,S08000029,All Specialties,2401,,914,,389,,72.4283559577677,,89.4978401727862,
202104,S08000029,All Specialties,2944,,1311,,357,,69.1891891891892,,92.2593235039029,
202105,S08000029,All Specialties,2986,,1545,,402,,65.9015669830059,,91.850800729779,
202106,S08000029,All Specialties,3505,,1594,,429,,68.7389684251814,,92.239507959479,
202107,S08000029,All Specialties,3198,,1215,,360,,72.4677090414684,,92.4575738529227,
202108,S08000029,All Specialties,3445,,1328,,346,,72.1768279907815,,93.2408673569056,
202109,S08000029,All Specialties,3412,,1482,,400,,69.7180220678382,,92.4442765394787,
201101,S08000030,All Specialties,8114,,242,,175,,97.1038774533269,,97.9486578361271,
201102,S08000030,All Specialties,8672,,230,,171,,97.4163109413615,,98.1152871156178,
201103,S08000030,All Specialties,9773,,251,,197,,97.4960095770152,,98.0725956364348,
201104,S08000030,All Specialties,7349,,165,,172,,97.8040990151717,,97.7621649752797,
201105,S08000030,All Specialties,9091,,381,,199,,95.9776182432432,,97.9423017268121,
201106,S08000030,All Specialties,9179,,138,,254,,98.5188365353655,,97.3461498276042,
201107,S08000030,All Specialties,7460,,121,,180,,98.4039044980873,,97.6807112485504,
201108,S08000030,All Specialties,9612,,186,,240,,98.1016533986528,,97.6090854751943,
201109,S08000030,All Specialties,9586,,407,,240,,95.927149004303,,97.6546467311639,
201110,S08000030,All Specialties,8581,,308,,219,,96.5350433119586,,97.5955204216074,
201111,S08000030,All Specialties,9807,,417,,267,,95.9213615023474,,97.4549613954818,
201112,S08000030,All Specialties,9876,,294,,145,,97.1091445427729,,98.5942801745031,
201201,S08000030,All Specialties,9855,,487,,146,,95.2910462192999,,98.6079328756674,
201202,S08000030,All Specialties,10438,,634,,168,,94.2738439306358,,98.5053380782918,
201203,S08000030,All Specialties,10117,,693,,180,,93.5892691951896,,98.3621474067334,
201204,S08000030,All Specialties,8598,,571,,31,,93.7724942741848,,99.6630434782609,
201205,S08000030,All Specialties,6352,,503,,44,,92.6622902990518,,99.3622264096246,
201206,S08000030,All Specialties,9128,,621,,50,,93.630115909324,,99.4897438514134,
201207,S08000030,All Specialties,8351,,698,,75,,92.2864404906619,,99.1779921087242,
201208,S08000030,All Specialties,9836,,847,,81,,92.071515491903,,99.247491638796,
201209,S08000030,All Specialties,9066,,963,,74,,90.3978462458869,,99.2675442937741,
201210,S08000030,All Specialties,9282,,968,,67,,90.5560975609756,,99.3505864107783,
201211,S08000030,All Specialties,9603,,1064,,77,,90.0253117090091,,99.283320923306,
201212,S08000030,All Specialties,8068,,851,,71,,90.4585715887431,,99.210233592881,
201301,S08000030,All Specialties,9468,,1057,,68,,89.9572446555819,,99.3580666477863,
201302,S08000030,All Specialties,8949,,996,,92,,89.9849170437406,,99.083391451629,
201303,S08000030,All Specialties,9014,,936,,99,,90.5929648241206,,99.0148273460046,
201304,S08000030,All Specialties,9180,,791,,72,,92.0669942834219,,99.2830827441999,
201305,S08000030,All Specialties,10082,,712,,94,,93.4037428200852,,99.1366642174872,
201306,S08000030,All Specialties,9304,,634,,96,,93.6204467699738,,99.043252940004,
201307,S08000030,All Specialties,9150,,578,,90,,94.0583881578947,,99.0833163577103,
201308,S08000030,All Specialties,9399,,621,,84,,93.8023952095808,,99.1686460807601,
201309,S08000030,All Specialties,9598,,662,,108,,93.5477582846004,,98.9583333333333,
201310,S08000030,All Specialties,9662,,635,,69,,93.8331552879479,,99.3343623384141,
201311,S08000030,All Specialties,9495,,773,,61,,92.4717569146864,,99.4094297608675,
201312,S08000030,All Specialties,8888,,592,,72,,93.7552742616034,,99.2462311557789,
201401,S08000030,All Specialties,9937,,859,,83,,92.0433493886625,,99.2370622299844,
201402,S08000030,All Specialties,9118,,935,,70,,90.6992937431612,,99.3085053837795,
201403,S08000030,All Specialties,9219,,863,,72,,91.4401904384051,,99.290919834548,
201404,S08000030,All Specialties,9073,,805,,83,,91.8505770398866,,99.1667503262725,
201405,S08000030,All Specialties,9304,,744,,88,,92.5955414012739,,99.1318074191002,
201406,S08000030,All Specialties,9944,,695,,104,,93.4674311495441,,99.031927766918,
201407,S08000030,All Specialties,8970,,634,,56,,93.3985839233653,,99.4202898550725,
201408,S08000030,All Specialties,9231,,783,,60,,92.1809466746555,,99.4044073853484,
201409,S08000030,All Specialties,10370,,954,,84,,91.5754150476863,,99.2636746143058,
201410,S08000030,All Specialties,9344,,980,,45,,90.5075552111585,,99.5660140804321,
201411,S08000030,All Specialties,8897,,1066,,61,,89.3004115226338,,99.3914604948124,
201412,S08000030,All Specialties,8994,,970,,63,,90.2649538338017,,99.3716964196669,
201501,S08000030,All Specialties,8633,,1179,,41,,87.984101100693,,99.583883081295,
201502,S08000030,All Specialties,8510,,1216,,59,,87.4974295702241,,99.3970362800204,
201503,S08000030,All Specialties,9094,,1368,,54,,86.9241062894284,,99.4864967668315,
201504,S08000030,All Specialties,8351,,1236,,39,,87.107541462397,,99.5948472885934,
201505,S08000030,All Specialties,8569,,1195,,36,,87.7611634575993,,99.6326530612245,
201506,S08000030,All Specialties,9344,,1206,,53,,88.5687203791469,,99.5001414693955,
201507,S08000030,All Specialties,9114,,1182,,45,,88.5198135198135,,99.5648389904265,
201508,S08000030,All Specialties,9532,,1422,,64,,87.0184407522366,,99.4191323289163,
201509,S08000030,All Specialties,10463,,1641,,50,,86.4424983476537,,99.5886128023696,
201510,S08000030,All Specialties,9397,,1558,,52,,85.778183477864,,99.5275733624057,
201511,S08000030,All Specialties,9743,,1842,,74,,84.100129477773,,99.3652971952998,
201512,S08000030,All Specialties,9492,,1246,,44,,88.3963494132986,,99.5919124466704,
201601,S08000030,All Specialties,9397,,1457,,56,,86.5763773723973,,99.4867094408799,
201602,S08000030,All Specialties,10006,,1480,,65,,87.1147483893435,,99.4372781577353,
201603,S08000030,All Specialties,10863,,1483,,60,,87.9880123116799,,99.516363050137,
201604,S08000030,All Specialties,8984,,1253,,43,,87.7600859626844,,99.5817120622568,
201605,S08000030,All Specialties,10336,,1290,,50,,88.9041802855668,,99.571771154505,
201606,S08000030,All Specialties,10464,,1318,,59,,88.8134442369716,,99.5017312726966,
201607,S08000030,All Specialties,8212,,1040,,53,,88.759187202767,,99.4304137560451,
201608,S08000030,All Specialties,10250,,1706,,50,,85.7310137169622,,99.5835415625521,
201609,S08000030,All Specialties,9491,,1954,,56,,82.9270423765837,,99.5130858186245,
201610,S08000030,All Specialties,8333,,1546,,41,,84.3506427776091,,99.5866935483871,
201611,S08000030,All Specialties,9942,,1969,,57,,83.4690622114012,,99.5237299465241,
201612,S08000030,All Specialties,8732,,1633,,31,,84.2450554751568,,99.7018083878415,
201701,S08000030,All Specialties,9246,,1878,,48,,83.1175836030205,,99.5703544575725,
201702,S08000030,All Specialties,8930,,1654,,41,,84.3726379440665,,99.6141176470588,
201703,S08000030,All Specialties,10389,,1589,,48,,86.734012355986,,99.6008647929486,
201704,S08000030,All Specialties,8210,,1208,,31,,87.1734975578679,,99.67192295481,
201705,S08000030,All Specialties,10004,,1347,,34,,88.1332041229848,,99.7013614404919,
201706,S08000030,All Specialties,8939,,1171,,71,,88.4174085064293,,99.3026225321678,
201707,S08000030,All Specialties,,:,,:,,:,,:,,:
201708,S08000030,All Specialties,,:,,:,,:,,:,,:
201709,S08000030,All Specialties,,:,,:,,:,,:,,:
201710,S08000030,All Specialties,,:,,:,,:,,:,,:
201711,S08000030,All Specialties,,:,,:,,:,,:,,:
201712,S08000030,All Specialties,,:,,:,,:,,:,,:
201801,S08000030,All Specialties,5745,,1909,,0,,75.0587927880847,,100,
201802,S08000030,All Specialties,5040,,1989,,0,,71.7029449423816,,100,
201803,S08000030,All Specialties,5459,,2130,,0,,71.9330610093557,,100,
201804,S08000030,All Specialties,5195,,1570,,0,,76.7923133776792,,100,
201805,S08000030,All Specialties,6227,,1744,,0,,78.1206874921591,,100,
201806,S08000030,All Specialties,5747,,1699,,0,,77.1823798012356,,100,
201807,S08000030,All Specialties,4834,,1274,,0,,79.1421087098887,,100,
201808,S08000030,All Specialties,5921,,1649,,0,,78.216644649934,,100,
201809,S08000030,All Specialties,5328,,1597,,0,,76.9386281588448,,100,
201810,S08000030,All Specialties,5529,,1660,,0,,76.9091667825845,,100,
201811,S08000030,All Specialties,5943,,1940,,0,,75.3900799188126,,100,
201812,S08000030,All Specialties,4626,,1449,,0,,76.1481481481482,,100,
201901,S08000030,All Specialties,5614,,1850,,0,,75.2143622722401,,100,
201902,S08000030,All Specialties,4986,,1750,,0,,74.020190023753,,100,
201903,S08000030,All Specialties,5315,,2142,,0,,71.2753117875821,,100,
201904,S08000030,All Specialties,5160,,1751,,0,,74.6635798003183,,100,
201905,S08000030,All Specialties,5994,,1844,,0,,76.473590201582,,100,
201906,S08000030,All Specialties,5442,,1751,,0,,75.656888641735,,100,
201907,S08000030,All Specialties,5091,,1847,,0,,73.378495243586,,100,
201908,S08000030,All Specialties,5260,,2116,,0,,71.3123644251627,,100,
201909,S08000030,All Specialties,5498,,2203,,0,,71.3933255421374,,100,
201910,S08000030,All Specialties,5479,,2196,,0,,71.3876221498371,,100,
201911,S08000030,All Specialties,5324,,2265,,0,,70.1541705099486,,100,
201912,S08000030,All Specialties,4923,,1872,,0,,72.4503311258278,,100,
202001,S08000030,All Specialties,5392,,2361,,0,,69.5472720237328,,100,
202002,S08000030,All Specialties,5076,,2081,,0,,70.923571328769,,100,
202003,S08000030,All Specialties,4444,,1505,,0,,74.7016305261389,,100,
202004,S08000030,All Specialties,2076,,710,,0,,74.5154343144293,,100,
202005,S08000030,All Specialties,2498,,835,,0,,74.947494749475,,100,
202006,S08000030,All Specialties,3106,,828,,0,,78.9527198779868,,100,
202007,S08000030,All Specialties,2733,,1210,,0,,69.3127060613746,,100,
202008,S08000030,All Specialties,2605,,2034,,0,,56.1543436085363,,100,
202009,S08000030,All Specialties,3599,,2054,,0,,63.6653104546259,,100,
202010,S08000030,All Specialties,3640,,1625,,0,,69.1358024691358,,100,
202011,S08000030,All Specialties,4197,,1834,,0,,69.5904493450506,,100,
202012,S08000030,All Specialties,4078,,1425,,0,,74.1050336180265,,100,
202101,S08000030,All Specialties,3628,,1112,,0,,76.5400843881857,,100,
202102,S08000030,All Specialties,4043,,1193,,0,,77.2154316271963,,100,
202103,S08000030,All Specialties,4955,,1503,,0,,76.7265407246826,,100,
202104,S08000030,All Specialties,4744,,1419,,0,,76.9754989453188,,100,
202105,S08000030,All Specialties,,:,,:,,:,,:,,:
202106,S08000030,All Specialties,,:,,:,,:,,:,,:
202107,S08000030,All Specialties,,:,,:,,:,,:,,:
202108,S08000030,All Specialties,,:,,:,,:,,:,,:
202109,S08000030,All Specialties,,:,,:,,:,,:,,:
201101,S08000031,All Specialties,25310,,7525,,17686,,77.0823816049947,,64.9927752815661,
201102,S08000031,All Specialties,25832,,6685,,15311,,79.4415228957161,,67.9873714142343,
201103,S08000031,All Specialties,32211,,8072,,22430,,79.9617704738972,,64.2338908998134,
201104,S08000031,All Specialties,23592,,5416,,18187,,81.3292884721456,,61.4641381502278,
201105,S08000031,All Specialties,27956,,4369,,17220,,86.4841453982985,,65.2437178322737,
201106,S08000031,All Specialties,29055,,3958,,16336,,88.0107836306909,,66.8969989260167,
201107,S08000031,All Specialties,22681,,3385,,10729,,87.0137343666078,,70.8411468949586,
201108,S08000031,All Specialties,29132,,4229,,11801,,87.323521477174,,73.8696249058943,
201109,S08000031,All Specialties,27427,,4036,,8794,,87.1722340526968,,78.155351864272,
201110,S08000031,All Specialties,27510,,4116,,7286,,86.9853917662683,,81.2756990131579,
201111,S08000031,All Specialties,30131,,4823,,6843,,86.2018653086914,,83.6280115797784,
201112,S08000031,All Specialties,27042,,2946,,5268,,90.1760704281713,,85.0578624914908,
201201,S08000031,All Specialties,29263,,3156,,5592,,90.2649680742774,,85.2884691273579,
201202,S08000031,All Specialties,29122,,2924,,4586,,90.8756163015665,,87.4808910242411,
201203,S08000031,All Specialties,30310,,2962,,4564,,91.097619620101,,87.9374141029707,
201204,S08000031,All Specialties,26351,,2379,,3923,,91.7194570135747,,87.9857899733562,
201205,S08000031,All Specialties,31344,,2547,,4524,,92.484730459414,,88.2233502538071,
201206,S08000031,All Specialties,25341,,2151,,3982,,92.1759057180271,,87.3482874753765,
201207,S08000031,All Specialties,26530,,2313,,4235,,91.9807232257394,,87.1969284720963,
201208,S08000031,All Specialties,30982,,2920,,4854,,91.3869388236682,,87.4754876664258,
201209,S08000031,All Specialties,26216,,2429,,4231,,91.5203351370222,,87.130429492639,
201210,S08000031,All Specialties,30094,,3024,,4684,,90.8690138293375,,87.609121210518,
201211,S08000031,All Specialties,30170,,3019,,4611,,90.9036126427431,,87.8015873015873,
201212,S08000031,All Specialties,23186,,2123,,3249,,91.6116796396539,,88.6231528818545,
201301,S08000031,All Specialties,27485,,2687,,3779,,91.0943921516638,,88.8692527466054,
201302,S08000031,All Specialties,25346,,2504,,3488,,91.0089766606822,,88.8697428042632,
201303,S08000031,All Specialties,25401,,2507,,3954,,91.0169127132005,,87.5902328792919,
201304,S08000031,All Specialties,27215,,2791,,3909,,90.6985269612744,,88.4741264927023,
201305,S08000031,All Specialties,26304,,2794,,4150,,90.3979654959104,,87.5180461982676,
201306,S08000031,All Specialties,24742,,2407,,4665,,91.1341117536558,,85.3366442446722,
201307,S08000031,All Specialties,28093,,2770,,4505,,91.0248517642485,,87.2624971725854,
201308,S08000031,All Specialties,25867,,2491,,4136,,91.2158826433458,,87.2714962762356,
201309,S08000031,All Specialties,24761,,2459,,3689,,90.9662013225569,,88.0649648969556,
201310,S08000031,All Specialties,26753,,2500,,4010,,91.4538679793525,,87.944563027989,
201311,S08000031,All Specialties,24697,,2346,,3789,,91.3249269681618,,87.7108199273482,
201312,S08000031,All Specialties,24774,,2426,,3250,,91.0808823529412,,89.3267651888342,
201401,S08000031,All Specialties,26308,,2599,,3702,,91.0090981423185,,88.6473059584777,
201402,S08000031,All Specialties,23792,,2338,,3230,,91.0524301569078,,88.9986376021798,
201403,S08000031,All Specialties,25580,,2729,,3856,,90.3599561976756,,88.0118140836313,
201404,S08000031,All Specialties,24534,,2535,,3927,,90.6350437770143,,87.3306233062331,
201405,S08000031,All Specialties,26301,,2359,,4367,,91.7690160502442,,86.7774850879583,
201406,S08000031,All Specialties,27448,,2272,,3886,,92.3553162853297,,88.436588704398,
201407,S08000031,All Specialties,26328,,2203,,3760,,92.2785741824682,,88.3558886377009,
201408,S08000031,All Specialties,26353,,2289,,3733,,92.0082396480693,,88.4694980694981,
201409,S08000031,All Specialties,28152,,2478,,4231,,91.9098922624878,,87.8632282493331,
201410,S08000031,All Specialties,28756,,2615,,4321,,91.6642759236237,,87.8936456348762,
201411,S08000031,All Specialties,26511,,2589,,4039,,91.1030927835052,,87.8119436313709,
201412,S08000031,All Specialties,26483,,2466,,3865,,91.4815710387233,,88.221490827086,
201501,S08000031,All Specialties,26110,,2425,,3841,,91.5016646223935,,88.1362737830492,
201502,S08000031,All Specialties,24295,,2216,,3522,,91.6412055373241,,88.2728998102088,
201503,S08000031,All Specialties,27756,,2646,,4221,,91.2966252220249,,87.8086820899402,
201504,S08000031,All Specialties,24041,,2542,,3568,,90.4374976488733,,88.1662299757885,
201505,S08000031,All Specialties,24958,,2330,,3719,,91.4614482556435,,88.005934143903,
201506,S08000031,All Specialties,27510,,2698,,4201,,91.0685911016949,,87.7909849167369,
201507,S08000031,All Specialties,24828,,2701,,3957,,90.1885284608958,,87.432509686845,
201508,S08000031,All Specialties,26800,,2292,,4076,,92.1215454420459,,87.7110467920888,
201509,S08000031,All Specialties,27611,,2325,,4410,,92.2334313201496,,87.160076864846,
201510,S08000031,All Specialties,27512,,2399,,4304,,91.9795392999231,,87.420721905597,
201511,S08000031,All Specialties,28910,,2317,,4605,,92.580138982291,,87.1483590087073,
201512,S08000031,All Specialties,25757,,2187,,3806,,92.1736329802462,,88.0125984251969,
201601,S08000031,All Specialties,25094,,2078,,3374,,92.3524216104814,,88.9543639101683,
201602,S08000031,All Specialties,27170,,2489,,3782,,91.6079436258808,,88.6905295894261,
201603,S08000031,All Specialties,27798,,2579,,4207,,91.5100240313395,,87.8354152209114,
201604,S08000031,All Specialties,24829,,2692,,3566,,90.2183786926347,,88.5289670923537,
201605,S08000031,All Specialties,26785,,2372,,4026,,91.8647323112803,,87.8672814392912,
201606,S08000031,All Specialties,27776,,2426,,4147,,91.9674193762003,,87.9268683222219,
201607,S08000031,All Specialties,22781,,1872,,3008,,92.4066036587839,,89.1254835327718,
201608,S08000031,All Specialties,29379,,2980,,4351,,90.790815538181,,88.1476436938164,
201609,S08000031,All Specialties,26837,,2852,,4117,,90.3937485263903,,87.8216884576702,
201610,S08000031,All Specialties,25402,,2817,,3807,,90.0173641872497,,88.1127833635171,
201611,S08000031,All Specialties,27829,,3192,,4680,,89.7101963186229,,86.8911234979412,
201612,S08000031,All Specialties,22897,,2551,,3535,,89.9756365922666,,87.8031949763654,
201701,S08000031,All Specialties,25529,,2931,,3954,,89.7013352073085,,87.801567224039,
201702,S08000031,All Specialties,23639,,2886,,3664,,89.119698397738,,87.8631289542549,
201703,S08000031,All Specialties,27185,,3129,,4434,,89.6780365507686,,87.2395533555888,
201704,S08000031,All Specialties,19411,,2486,,3155,,88.6468465999909,,87.4061951141625,
201705,S08000031,All Specialties,25036,,2820,,4257,,89.8765077541643,,86.7436863575499,
201706,S08000031,All Specialties,24676,,2893,,4223,,89.5063295730712,,86.7167840966281,
201707,S08000031,All Specialties,20998,,2488,,3476,,89.4064549093077,,87.1077813218604,
201708,S08000031,All Specialties,26790,,3135,,4518,,89.5238095238095,,86.8826757251111,
201709,S08000031,All Specialties,23910,,2692,,4344,,89.8804601157808,,85.9626446067343,
201710,S08000031,All Specialties,25231,,2901,,4408,,89.6878999004692,,86.4535955746773,
201711,S08000031,All Specialties,27287,,3059,,5090,,89.9195940156858,,85.6360763065809,
201712,S08000031,All Specialties,21285,,2376,,3801,,89.9581589958159,,86.1590561503168,
201801,S08000031,All Specialties,24927,,3171,,4642,,88.7144992526158,,85.8216249236408,
201802,S08000031,All Specialties,22442,,2676,,4169,,89.3462855322876,,85.7650151944549,
201803,S08000031,All Specialties,23135,,2760,,4207,,89.3415717319946,,86.0241844395721,
201804,S08000031,All Specialties,20976,,2792,,4154,,88.2531134298216,,85.1228422032806,
201805,S08000031,All Specialties,24673,,3274,,4884,,88.2849679750957,,85.1238159056989,
201806,S08000031,All Specialties,23824,,3233,,4747,,88.051151273238,,85.0742045025783,
201807,S08000031,All Specialties,20799,,2878,,3843,,87.844743844237,,86.0356104651163,
201808,S08000031,All Specialties,24915,,3239,,5209,,88.4954180578248,,84.3868956628601,
201809,S08000031,All Specialties,22435,,2957,,4042,,88.3545998739761,,86.2675817082286,
201810,S08000031,All Specialties,23886,,5200,,5199,,82.1219830846455,,84.83593408196,
201811,S08000031,All Specialties,23096,,5262,,5312,,81.4443895902391,,84.2233442233442,
